Mod:Item:MetaData, Localized Name
mcwtrpdoors:birch_barn_trapdoor, Birch Barn Trapdoor
mcwtrpdoors:birch_beach_trapdoor, Birch Beach Trapdoor
mcwtrpdoors:birch_classic_trapdoor, Birch Classic Trapdoor
mcwtrpdoors:birch_cottage_trapdoor, Birch Cottage Trapdoor
mcwtrpdoors:birch_four_panel_trapdoor, Birch Four Panel Trapdoor
mcwtrpdoors:birch_glass_trapdoor, Birch Glass Trapdoor
mcwtrpdoors:birch_paper_trapdoor, Birch Paper Trapdoor
mcwtrpdoors:birch_tropical_trapdoor, Birch Tropical Trapdoor
mcwtrpdoors:jungle_barn_trapdoor, Jungle Barn Trapdoor
mcwtrpdoors:jungle_beach_trapdoor, Jungle Beach Trapdoor
mcwtrpdoors:jungle_classic_trapdoor, Jungle Classic Trapdoor
mcwtrpdoors:jungle_cottage_trapdoor, Jungle Cottage Trapdoor
mcwtrpdoors:jungle_four_panel_trapdoor, Jungle Four Panel Trapdoor
mcwtrpdoors:jungle_glass_trapdoor, Jungle Glass Trapdoor
mcwtrpdoors:jungle_paper_trapdoor, Jungle Paper Trapdoor
mcwtrpdoors:jungle_tropical_trapdoor, Jungle Tropical Trapdoor
mcwtrpdoors:acacia_barn_trapdoor, Acacia Barn Trapdoor
mcwtrpdoors:acacia_beach_trapdoor, Acacia Beach Trapdoor
mcwtrpdoors:acacia_classic_trapdoor, Acacia Classic Trapdoor
mcwtrpdoors:acacia_cottage_trapdoor, Acacia Cottage Trapdoor
mcwtrpdoors:acacia_four_panel_trapdoor, Acacia Four Panel Trapdoor
mcwtrpdoors:acacia_glass_trapdoor, Acacia Glass Trapdoor
mcwtrpdoors:acacia_paper_trapdoor, Acacia Paper Trapdoor
mcwtrpdoors:acacia_tropical_trapdoor, Acacia Tropical Trapdoor
mcwtrpdoors:dark_oak_barn_trapdoor, Dark Oak Barn Trapdoor
mcwtrpdoors:dark_oak_beach_trapdoor, Dark Oak Beach Trapdoor
mcwtrpdoors:dark_oak_classic_trapdoor, Dark Oak Classic Trapdoor
mcwtrpdoors:dark_oak_cottage_trapdoor, Dark Oak Cottage Trapdoor
mcwtrpdoors:dark_oak_four_panel_trapdoor, Dark Oak Four Panel Trapdoor
mcwtrpdoors:dark_oak_glass_trapdoor, Dark Oak Glass Trapdoor
mcwtrpdoors:dark_oak_paper_trapdoor, Dark Oak Paper Trapdoor
mcwtrpdoors:dark_oak_tropical_trapdoor, Dark Oak Tropical Trapdoor
mcwtrpdoors:oak_bark_trapdoor, Oak Bark Trapdoor
mcwtrpdoors:spruce_bark_trapdoor, Spruce Bark Trapdoor
mcwtrpdoors:birch_bark_trapdoor, Birch Bark Trapdoor
mcwtrpdoors:jungle_bark_trapdoor, Jungle Bark Trapdoor
mcwtrpdoors:acacia_bark_trapdoor, Acacia Bark Trapdoor
mcwtrpdoors:dark_oak_bark_trapdoor, Dark Oak Bark Trapdoor
mcwtrpdoors:metal_trapdoor, Metal Glass Trapdoor
mcwtrpdoors:metal_full_trapdoor, Metal Trapdoor
mcwwindows:window_base, Window Base
mcwwindows:window_centre_bar_base, Window Framed Base
mcwwindows:oak_window, Oak Framed Window
mcwwindows:spruce_window, Spruce Framed Window
mcwwindows:birch_window, Birch Framed Window
mcwwindows:jungle_window, Jungle Framed Window
mcwwindows:acacia_window, Acacia Framed Window
mcwwindows:dark_oak_window, Dark Oak Framed Window
mcwwindows:oak_plank_window, Oak Plank Framed Window
mcwwindows:spruce_plank_window, Spruce Plank Framed Window
mcwwindows:birch_plank_window, Birch Plank Framed Window
mcwwindows:jungle_plank_window, Jungle Plank Framed Window
mcwwindows:acacia_plank_window, Acacia Plank Framed Window
mcwwindows:dark_oak_plank_window, Dark Oak Plank Framed Window
mcwwindows:oak_planks_win_2tall, 2x1 Oak Plank Framed Window
mcwwindows:oak_win_2tall, 2x1 Oak Framed Window
mcwwindows:spruce_planks_win_2tall, 2x1 Spruce Plank Framed Window
mcwwindows:spruce_win_2tall, 2x1 Spruce Framed Window
mcwwindows:birch_planks_win_2tall, 2x1 Birch Plank Framed Window
mcwwindows:birch_win_2tall, 2x1 Birch Framed Window
mcwwindows:jungle_planks_win_2tall, 2x1 Jungle Plank Framed Window
mcwwindows:jungle_win_2tall, 2x1 Jungle Framed Window
mcwwindows:acacia_planks_win_2tall, 2x1 Acacia Plank Framed Window
mcwwindows:acacia_win_2tall, 2x1 Acacia Framed Window
mcwwindows:dark_oak_planks_win_2tall, 2x1 Dark Oak Framed Plank Window
mcwwindows:dark_oak_win_2tall, 2x1 Dark Oak Framed Window
mcwwindows:oak_window2, Oak Window
mcwwindows:oak_plank_window2, Oak Plank Window
mcwwindows:spruce_window2, Spruce Window
mcwwindows:spruce_plank_window2, Spruce Plank Window
mcwwindows:birch_window2, Birch Window
mcwwindows:birch_plank_window2, Birch Plank Window
mcwwindows:jungle_window2, Jungle Window
mcwwindows:jungle_plank_window2, Jungle Window
mcwwindows:acacia_window2, Acacia Window
mcwwindows:acacia_plank_window2, Acacia Plank Window
mcwwindows:dark_oak_window2, Dark Oak Window
mcwwindows:dark_oak_plank_window2, Dark Oak Window
mcwwindows:oak_window2_2tall, Oak 2x1 Window
mcwwindows:oak_plank_window2_2tall, Oak Plank 2x1 Window
mcwwindows:spruce_window2_2tall, Spruce 2x1 Window
mcwwindows:spruce_plank_window2_2tall, Sruce Plank 2x1 Window
mcwwindows:birch_window2_2tall, Birch 2x1 Window
mcwwindows:birch_plank_window2_2tall, Birch Plank 2x1  Window
mcwwindows:jungle_window2_2tall, Jungle 2x1 Window
mcwwindows:jungle_plank_window2_2tall, Jungle Plank 2x1 Window
mcwwindows:acacia_window2_2tall, Acacia 2x1 Window
mcwwindows:acacia_plank_window2_2tall, Acacia Plank 2x1 Window
mcwwindows:dark_oak_window2_2tall, Dark Oak 2x1 Window
mcwwindows:dark_oak_plank_window2_2tall, Dark Oak 2x1 Window
mekanismgenerators:solarpanel, Solar Panel
mekanismgenerators:hohlraum, Hohlraum
mekanismgenerators:turbineblade, Turbine Blade
mekanismgenerators:generator:0, Heat Generator
mekanismgenerators:generator:1, Solar Generator
mekanismgenerators:generator:3, Gas-Burning Generator
mekanismgenerators:generator:4, Bio-Generator
mekanismgenerators:generator:5, Advanced Solar Generator
mekanismgenerators:generator:6, Wind Generator
mekanismgenerators:generator:7, Turbine Rotor
mekanismgenerators:generator:8, Rotational Complex
mekanismgenerators:generator:9, Electromagnetic Coil
mekanismgenerators:generator:10, Turbine Casing
mekanismgenerators:generator:11, Turbine Valve
mekanismgenerators:generator:12, Turbine Vent
mekanismgenerators:generator:13, Saturating Condenser
mekanismgenerators:reactor:0, Reactor Controller
mekanismgenerators:reactor:1, Reactor Frame
mekanismgenerators:reactor:2, Reactor Port
mekanismgenerators:reactor:3, Reactor Logic Adapter
mekanismgenerators:reactorglass:0, Reactor Glass
mekanismgenerators:reactorglass:1, Laser Focus Matrix
mekanismtools:woodpaxel, Wood Paxel
mekanismtools:stonepaxel, Stone Paxel
mekanismtools:ironpaxel, Iron Paxel
mekanismtools:diamondpaxel, Diamond Paxel
mekanismtools:goldpaxel, Gold Paxel
mekanismtools:glowstonepickaxe, Glowstone Pickaxe
mekanismtools:glowstoneaxe, Glowstone Axe
mekanismtools:glowstoneshovel, Glowstone Shovel
mekanismtools:glowstonehoe, Glowstone Hoe
mekanismtools:glowstonesword, Glowstone Sword
mekanismtools:glowstonepaxel, Glowstone Paxel
mekanismtools:glowstonehelmet, Glowstone Helmet
mekanismtools:glowstonechestplate, Glowstone Chestplate
mekanismtools:glowstoneleggings, Glowstone Leggings
mekanismtools:glowstoneboots, Glowstone Boots
mekanismtools:bronzepickaxe, Bronze Pickaxe
mekanismtools:bronzeaxe, Bronze Axe
mekanismtools:bronzeshovel, Bronze Shovel
mekanismtools:bronzehoe, Bronze Hoe
mekanismtools:bronzesword, Bronze Sword
mekanismtools:bronzepaxel, Bronze Paxel
mekanismtools:bronzehelmet, Bronze Helmet
mekanismtools:bronzechestplate, Bronze Chestplate
mekanismtools:bronzeleggings, Bronze Leggings
mekanismtools:bronzeboots, Bronze Boots
mekanismtools:osmiumpickaxe, Osmium Pickaxe
mekanismtools:osmiumaxe, Osmium Axe
mekanismtools:osmiumshovel, Osmium Shovel
mekanismtools:osmiumhoe, Osmium Hoe
mekanismtools:osmiumsword, Osmium Sword
mekanismtools:osmiumpaxel, Osmium Paxel
mekanismtools:osmiumhelmet, Osmium Helmet
mekanismtools:osmiumchestplate, Osmium Chestplate
mekanismtools:osmiumleggings, Osmium Leggings
mekanismtools:osmiumboots, Osmium Boots
mekanismtools:obsidianpickaxe, Obsidian Pickaxe
mekanismtools:obsidianaxe, Obsidian Axe
mekanismtools:obsidianshovel, Obsidian Shovel
mekanismtools:obsidianhoe, Obsidian Hoe
mekanismtools:obsidiansword, Obsidian Sword
mekanismtools:obsidianpaxel, Obsidian Paxel
mekanismtools:obsidianhelmet, Obsidian Helmet
mekanismtools:obsidianchestplate, Obsidian Chestplate
mekanismtools:obsidianleggings, Obsidian Leggings
mekanismtools:obsidianboots, Obsidian Boots
mekanismtools:lapislazulipickaxe, Lapis Lazuli Pickaxe
mekanismtools:lapislazuliaxe, Lapis Lazuli Axe
mekanismtools:lapislazulishovel, Lapis Lazuli Shovel
mekanismtools:lapislazulihoe, Lapis Lazuli Hoe
mekanismtools:lapislazulisword, Lapis Lazuli Sword
mekanismtools:lapislazulipaxel, Lapis Lazuli Paxel
mekanismtools:lapislazulihelmet, Lapis Lazuli Helmet
mekanismtools:lapislazulichestplate, Lapis Lazuli Chestplate
mekanismtools:lapislazulileggings, Lapis Lazuli Leggings
mekanismtools:lapislazuliboots, Lapis Lazuli Boots
mekanismtools:steelpickaxe, Steel Pickaxe
mekanismtools:steelaxe, Steel Axe
mekanismtools:steelshovel, Steel Shovel
mekanismtools:steelhoe, Steel Hoe
mekanismtools:steelsword, Steel Sword
mekanismtools:steelpaxel, Steel Paxel
mekanismtools:steelhelmet, Steel Helmet
mekanismtools:steelchestplate, Steel Chestplate
mekanismtools:steelleggings, Steel Leggings
mekanismtools:steelboots, Steel Boots
techguns:basicmachine:0, Ammo Press
techguns:basicmachine:1, Metal Press
techguns:basicmachine:2, Chemical Laboratory
techguns:basicmachine:3, Turret
techguns:simplemachine:8, Camo Bench
techguns:simplemachine:9, Repair Bench
techguns:simplemachine:10, Charging Station
techguns:simplemachine:11, Blast Furnace
techguns:simplemachine2:8, Grinder
techguns:simplemachine2:9, Upgrade Bench
techguns:multiblockmachine:0, Fabricator Housing
techguns:multiblockmachine:1, Fabricator Glass
techguns:multiblockmachine:2, Fabricator Controller
techguns:multiblockmachine:3, Reaction Chamber Housing
techguns:multiblockmachine:4, Reaction Chamber Glass
techguns:multiblockmachine:5, Reaction Chamber Controller
techguns:basicore:0, Copper Ore
techguns:basicore:1, Tin Ore
techguns:basicore:2, Lead Ore
techguns:basicore:3, Titanium Ore
techguns:basicore:4, Uranium Ore
techguns:bioblob:0, Bioblob
techguns:sandbags, Sandbags
techguns:lamp0:0, Lamp (Yellow)
techguns:lamp0:6, Lamp (White)
techguns:lamp0:12, Lantern (Yellow)
techguns:lamp0:13, Lantern (White)
techguns:metalpanel:0, Red Container
techguns:metalpanel:1, Green Container
techguns:metalpanel:2, Blue Container
techguns:metalpanel:3, Yellow Container
techguns:metalpanel:4, Steel Panel
techguns:metalpanel:5, Silver Steel Panel
techguns:metalpanel:6, Carbon Panel
techguns:metalpanel:7, Dark Scaffold
techguns:nethermetal:0, Nether Metal (Plate)
techguns:nethermetal:1, Nether Metal (Grate)
techguns:nethermetal:2, Nether Metal (Small Grate)
techguns:nethermetal:3, Nether Metal (Bloody Grey)
techguns:nethermetal:4, Nether Metal (Grey)
techguns:nethermetal:5, Nether Metal (Grey Tiles)
techguns:nethermetal:6, Nether Metal (Red Pillar)
techguns:nethermetal:7, Nether Metal (Dark Pillar)
techguns:nethermetal:8, Nether Metal (Red Panel)
techguns:nethermetal:9, Nether Metal (Lava Pillar)
techguns:concrete:0, Reinforced Concrete
techguns:concrete:1, Reinforced Concrete (Light)
techguns:concrete:2, Reinforced Concrete (Grey)
techguns:concrete:3, Reinforced Concrete (Dark)
techguns:concrete:4, Reinforced Concrete (Pipes)
techguns:concrete:5, Reinforced Concrete (Steel Bars)
techguns:ladder0:8, Ladder (Metal)
techguns:ladder0:9, Ladder (Shiny)
techguns:ladder0:10, Ladder (Rusty)
techguns:ladder0:11, Ladder (Carbon)
techguns:door3x3, tile.techguns.door3x3.name
techguns:camonet:0, Camo Netting (Woodland)
techguns:camonet:1, Camo Netting (Desert)
techguns:camonet:2, Camo Netting (Snow)
techguns:camonet_top:0, Camo Netting Top (Woodland)
techguns:camonet_top:1, Camo Netting Top (Desert)
techguns:camonet_top:2, Camo Netting Top (Snow)
techguns:bunkerdoor, tile.techguns.bunkerdoor.name
techguns:stairs_metal:7, Steel Panel Stairs
techguns:stairs_metal:15, Carbon Panel Stairs
techguns:stairs_concrete:7, Reinforced Concrete Stairs (Dark)
techguns:stairs_concrete:15, Reinforced Concrete Stairs (Light)
techguns:tg_spawner:0, Monster Hole
techguns:tg_spawner:1, Military Spawn Point
techguns:neonlights:0, Double Neon Lights
techguns:neonlights:1, Double Neon Lights (Rotated)
techguns:neonlights:2, Quad Neon Lights
techguns:neonlights:3, Quad Neon Lights (Rotated)
techguns:neonlights:4, Square Neon Light
techguns:military_crate:0, Ammo Crate
techguns:military_crate:1, Weapon Crate
techguns:military_crate:2, Armor Crate
techguns:military_crate:3, Medical Crate
techguns:military_crate:4, Explosives Crate
techguns:military_crate:5, Supply Crate
techguns:military_crate:6, Supply Crate
techguns:military_crate:7, Supply Crate
techguns:military_crate:8, Supply Crate
techguns:explosive_charge:0, Mining Charge
techguns:explosive_charge:1, Advanced Mining Charge
techguns:sand_hard:0, Hardened Sand
techguns:slimy:0, Strange Glowing Eggs
techguns:slimyladder:3, Slimy Trail
techguns:orecluster:0, Ore Cluster (Coal)
techguns:orecluster:1, Ore Cluster (Common Metal)
techguns:orecluster:2, Ore Cluster (Rare Metal)
techguns:orecluster:3, Ore Cluster (Shiny Metal)
techguns:orecluster:4, Ore Cluster (Uranium)
techguns:orecluster:5, Ore Cluster (Common Gem)
techguns:orecluster:6, Ore Cluster (Shiny Gem)
techguns:orecluster:7, Ore Cluster (Nether Crystal)
techguns:orecluster:8, Ore Cluster (Oil)
techguns:oredrill:0, Ore Drill Frame
techguns:oredrill:1, Ore Drill Scaffold
techguns:oredrill:2, Ore Drill Rod
techguns:oredrill:3, Ore Drill Engine
techguns:oredrill:4, Ore Drill Controller
techguns:block_creeper_acid, Creeper Acid
techguns:itemshared:0, Stone Bullets
techguns:itemshared:1, Pistol Rounds
techguns:itemshared:2, Shotgun Rounds
techguns:itemshared:3, Rifle Rounds
techguns:itemshared:4, Sniper Rounds
techguns:itemshared:5, 40mm Grenade
techguns:itemshared:6, Advanced Rounds
techguns:itemshared:7, Rocket
techguns:itemshared:8, Rifle Rounds Stack
techguns:itemshared:9, SMG Magazine
techguns:itemshared:10, SMG Magazine (Empty)
techguns:itemshared:11, Pistol Magazine
techguns:itemshared:12, Pistol Magazine (Empty)
techguns:itemshared:13, Assault Rifle Magazine
techguns:itemshared:14, Assault Rifle Magazine (Empty)
techguns:itemshared:15, LMG Magazine
techguns:itemshared:16, LMG Magazine (Empty)
techguns:itemshared:17, Minigun Ammo Drum
techguns:itemshared:18, Minigun Ammo Drum (Empty)
techguns:itemshared:19, AS50 Magazine
techguns:itemshared:20, AS50 Magazine (Empty)
techguns:itemshared:21, Advanced Magazine
techguns:itemshared:22, Advanced Magazine (Empty)
techguns:itemshared:23, Compressed Air Tank
techguns:itemshared:24, Compressed Air Tank (Empty)
techguns:itemshared:25, Bio Tank
techguns:itemshared:26, Bio Tank (Empty)
techguns:itemshared:27, Fuel Tank
techguns:itemshared:28, Fuel Tank (Empty)
techguns:itemshared:29, Energy Cell
techguns:itemshared:30, Energy Cell (Empty)
techguns:itemshared:31, Nuclear Power Cell
techguns:itemshared:32, Nuclear Power Cell (Depleted)
techguns:itemshared:33, Iron Receiver
techguns:itemshared:34, Steel Receiver
techguns:itemshared:35, Hardened Receiver
techguns:itemshared:36, Carbon Receiver
techguns:itemshared:37, Stone Barrel
techguns:itemshared:38, Iron Barrel
techguns:itemshared:39, Hardened Barrel
techguns:itemshared:40, Carbon Barrel
techguns:itemshared:41, Laser Barrel
techguns:itemshared:42, Wooden Gun Stock
techguns:itemshared:43, Plastic Gun Stock
techguns:itemshared:44, Carbon Gun Stock
techguns:itemshared:45, Steam Armor Plating
techguns:itemshared:46, Iron Plate
techguns:itemshared:47, Copper Plate
techguns:itemshared:48, Tin Plate
techguns:itemshared:49, Bronze Plate
techguns:itemshared:50, Steel Plate
techguns:itemshared:51, Obsidian Steel Plate
techguns:itemshared:52, Lead Plate
techguns:itemshared:53, Carbon Plate
techguns:itemshared:54, Titanium Plate
techguns:itemshared:55, Plastic Sheet
techguns:itemshared:56, Rubber Bar
techguns:itemshared:57, Mechanical Parts (Iron)
techguns:itemshared:58, Mechanical Parts (Hardened)
techguns:itemshared:59, Mechanical Parts (Carbon)
techguns:itemshared:60, Heavy Cloth
techguns:itemshared:61, Bio Mass
techguns:itemshared:62, Copper Wire
techguns:itemshared:63, Gold Wire
techguns:itemshared:64, Carbon Fibers
techguns:itemshared:65, Circuit Board
techguns:itemshared:66, Elite Circuit Board
techguns:itemshared:67, Power Armor Plating
techguns:itemshared:68, Coil
techguns:itemshared:69, Cybernetic Parts
techguns:itemshared:70, Electric Engine
techguns:itemshared:71, Laser Focus
techguns:itemshared:72, Pump Mechanism
techguns:itemshared:73, Rad Emitter
techguns:itemshared:74, Sonic Emitter
techguns:itemshared:75, TGX
techguns:itemshared:76, Nether Charge
techguns:itemshared:77, Treated Leather
techguns:itemshared:78, Titanium Ore
techguns:itemshared:79, Copper Ingot
techguns:itemshared:80, Tin Ingot
techguns:itemshared:81, Bronze Ingot
techguns:itemshared:82, Lead Ingot
techguns:itemshared:83, Steel Ingot
techguns:itemshared:84, Obsidian Steel Ingot
techguns:itemshared:85, Titanium Ingot
techguns:itemshared:86, Copper Nugget
techguns:itemshared:87, Lead Nugget
techguns:itemshared:88, Steel Nugget
techguns:itemshared:89, Gas Mask Filter
techguns:itemshared:90, Glider Backpack
techguns:itemshared:91, Glider Wing
techguns:itemshared:92, Anti Gravity Core
techguns:itemshared:93, Oxygen Mask
techguns:itemshared:94, Machine Upgrade (Stack Operation)
techguns:itemshared:95, Raw Rubber
techguns:itemshared:96, Raw Plastic
techguns:itemshared:97, Yellowcake
techguns:itemshared:98, Enriched Uranium
techguns:itemshared:99, Turret Armor (Iron)
techguns:itemshared:100, Turret Armor (Steel)
techguns:itemshared:101, Turret Armor (Obsidian Steel)
techguns:itemshared:102, Turret Armor (Carbon)
techguns:itemshared:103, Quartz Rod
techguns:itemshared:104, Reaction Chamber Heatray Focus
techguns:itemshared:105, Reaction Chamber UV Emitter
techguns:itemshared:106, §6Shotgun Rounds (Incediary)
techguns:itemshared:107, §6AS50 Magazine (Incediary)
techguns:itemshared:108, §6Sniper Rounds (Incediary)
techguns:itemshared:109, §6Pistol Rounds (Incediary)
techguns:itemshared:110, §6Rifle Rounds (Incediary)
techguns:itemshared:111, §6Rifle Rounds Stack (Incediary)
techguns:itemshared:112, §6SMG Magazine (Incediary)
techguns:itemshared:113, §6Pistol Magazine (Incediary)
techguns:itemshared:114, §6Minigun Ammo Drum (Incediary)
techguns:itemshared:115, §6Assault Rifle Magazine (Incendiary)
techguns:itemshared:116, §6LMG Magazine (Incendiary)
techguns:itemshared:117, Rocket (Tactical Nuke)
techguns:itemshared:118, Small Nuclear Warhead
techguns:itemshared:119, Mining Drill (Obsidian)
techguns:itemshared:120, Mining Drill (Carbon)
techguns:itemshared:121, Powerhammer Head (Obsidian)
techguns:itemshared:122, Powerhammer Head (Carbon)
techguns:itemshared:123, Chainsaw Blades (Obsidian)
techguns:itemshared:124, Chainsaw Blades (Carbon)
techguns:itemshared:125, Redstone Battery
techguns:itemshared:126, Redstone Battery (Empty)
techguns:itemshared:127, Gauss Rifle Slugs
techguns:itemshared:128, Gauss Rifle Barrel
techguns:itemshared:129, Shielded Titanium Barrel
techguns:itemshared:130, Titanium Receiver
techguns:itemshared:131, Plasma Generator
techguns:itemshared:132, Working Gloves
techguns:itemshared:133, Protective Fiber
techguns:itemshared:134, Small Ore Drill (Steel)
techguns:itemshared:135, Small Ore Drill (Obsidian Steel)
techguns:itemshared:136, Small Ore Drill (Carbon)
techguns:itemshared:137, Small Ore Drill (Steel)
techguns:itemshared:138, Medium Ore Drill (Obsidian Steel)
techguns:itemshared:139, Medium Ore Drill (Carbon)
techguns:itemshared:140, Large Ore Drill (Steel)
techguns:itemshared:141, Large Ore Drill (Obsidian Steel)
techguns:itemshared:142, Large Ore Drill (Carbon)
techguns:itemshared:143, §4AS50 Magazine (Explosive)
techguns:itemshared:144, §4Sniper Rounds (Explosive)
techguns:itemshared:145, §eRocket (High Velocity)
techguns:itemshared:146, Infusion Bag
techguns:itemshared:147, Armor Upgrade: Protection I
techguns:itemshared:148, Armor Upgrade: Projectile Protection I
techguns:itemshared:149, Armor Upgrade: Blast Protection I
techguns:itemshared:150, Armor Upgrade: Protection II
techguns:itemshared:151, Armor Upgrade: Projectile Protection II
techguns:itemshared:152, Armor Upgrade: Blast Protection II
techguns:itemshared:153, Armor Upgrade: Protection III
techguns:itemshared:154, Armor Upgrade: Projectile Protection III
techguns:itemshared:155, Armor Upgrade: Blast Protection III
techguns:radaway, RadAway
techguns:radpills, Anti-RAD Pills
techguns:gasmask, Gas Mask
techguns:glider, Glider
techguns:jumppack, Jumppack
techguns:scubatanks, Oxygen Tanks
techguns:nightvisiongoggles, Nightvision Goggles
techguns:jetpack, Jetpack
techguns:tacticalmask, Tactical Mask
techguns:antigravpack, Anti Gravity Device
techguns:item_door3x3:0, Techdoor
techguns:item_door3x3:1, Hangar Door (Up)
techguns:item_door3x3:2, Hangar Door (Down)
techguns:item_door3x3:3, Techdoor (Nether)
techguns:item_bunkerdoor, Bunker Door
techguns:combatknife, Combat Knife
techguns:crowbar, Crowbar
techguns:t1_combat_helmet, item.t1_combat_helmet.name
techguns:t1_combat_chestplate, item.t1_combat_chestplate.name
techguns:t1_combat_leggings, item.t1_combat_leggings.name
techguns:t1_combat_boots, item.t1_combat_boots.name
techguns:t1_scout_helmet, item.t1_scout_helmet.name
techguns:t1_scout_chestplate, item.t1_scout_chestplate.name
techguns:t1_scout_leggings, item.t1_scout_leggings.name
techguns:t1_scout_boots, item.t1_scout_boots.name
techguns:t1_miner_helmet, item.t1_miner_helmet.name
techguns:t1_miner_chestplate, item.t1_miner_chestplate.name
techguns:t1_miner_leggings, item.t1_miner_leggings.name
techguns:t1_miner_boots, item.t1_miner_boots.name
techguns:steam_helmet, item.steam_helmet.name
techguns:steam_chestplate, item.steam_chestplate.name
techguns:steam_leggings, item.steam_leggings.name
techguns:steam_boots, item.steam_boots.name
techguns:hazmat_helmet, item.hazmat_helmet.name
techguns:hazmat_chestplate, item.hazmat_chestplate.name
techguns:hazmat_leggings, item.hazmat_leggings.name
techguns:hazmat_boots, item.hazmat_boots.name
techguns:t2_combat_helmet, item.t2_combat_helmet.name
techguns:t2_combat_chestplate, item.t2_combat_chestplate.name
techguns:t2_combat_leggings, item.t2_combat_leggings.name
techguns:t2_combat_boots, item.t2_combat_boots.name
techguns:t2_commando_helmet, item.t2_commando_helmet.name
techguns:t2_commando_chestplate, item.t2_commando_chestplate.name
techguns:t2_commando_leggings, item.t2_commando_leggings.name
techguns:t2_commando_boots, item.t2_commando_boots.name
techguns:t2_riot_helmet, item.t2_riot_helmet.name
techguns:t2_riot_chestplate, item.t2_riot_chestplate.name
techguns:t2_riot_leggings, item.t2_riot_leggings.name
techguns:t2_riot_boots, item.t2_riot_boots.name
techguns:t3_combat_helmet, item.t3_combat_helmet.name
techguns:t3_combat_chestplate, item.t3_combat_chestplate.name
techguns:t3_combat_leggings, item.t3_combat_leggings.name
techguns:t3_combat_boots, item.t3_combat_boots.name
techguns:t3_power_helmet, item.t3_power_helmet.name
techguns:t3_power_chestplate, item.t3_power_chestplate.name
techguns:t3_power_leggings, item.t3_power_leggings.name
techguns:t3_power_boots, item.t3_power_boots.name
techguns:t3_miner_helmet, item.t3_miner_helmet.name
techguns:t3_miner_chestplate, item.t3_miner_chestplate.name
techguns:t3_miner_leggings, item.t3_miner_leggings.name
techguns:t3_miner_boots, item.t3_miner_boots.name
techguns:t3_exo_helmet, item.t3_exo_helmet.name
techguns:t3_exo_chestplate, item.t3_exo_chestplate.name
techguns:t3_exo_leggings, item.t3_exo_leggings.name
techguns:t3_exo_boots, item.t3_exo_boots.name
techguns:t2_beret, item.t2_beret.name
techguns:t4_praetor_helmet, item.t4_praetor_helmet.name
techguns:t4_praetor_chestplate, item.t4_praetor_chestplate.name
techguns:t4_praetor_leggings, item.t4_praetor_leggings.name
techguns:t4_praetor_boots, item.t4_praetor_boots.name
techguns:t4_power_helmet, item.t4_power_helmet.name
techguns:t4_power_chestplate, item.t4_power_chestplate.name
techguns:t4_power_leggings, item.t4_power_leggings.name
techguns:t4_power_boots, item.t4_power_boots.name
techguns:riot_shield, Riot Shield
techguns:ballistic_shield, Ballistic Shield
techguns:advanced_shield, Advanced Shield
techguns:handcannon, Hand Cannon
techguns:sawedoff, Double Barrel Shotgun
techguns:revolver, Revolver
techguns:goldenrevolver, Golden Revolver
techguns:thompson, Thompson SMG
techguns:ak47, AKM
techguns:boltaction, Bolt Action Rifle
techguns:m4, M4 Assault Rifle
techguns:m4_infiltrator, The Infiltrator
techguns:pistol, Pistol
techguns:combatshotgun, Combat Shotgun
techguns:mac10, Mac 10
techguns:flamethrower, Flamethrower
techguns:rocketlauncher, Rocket Launcher
techguns:grimreaper, Grim Reaper
techguns:grenadelauncher, Grenade Launcher
techguns:aug, AUG
techguns:netherblaster, Nether Blaster
techguns:biogun, Biogun
techguns:teslagun, Tesla Gun
techguns:lmg, Light Machine Gun
techguns:minigun, Minigun
techguns:as50, AS50 Sniper Rifle
techguns:vector, Vector
techguns:scar, SCAR
techguns:lasergun, Laser Rifle
techguns:blasterrifle, Blaster Rifle
techguns:scatterbeamrifle, Blaster Shotgun
techguns:sonicshotgun, Sonic Rifle
techguns:pdw, PDW
techguns:pulserifle, Pulse Rifle
techguns:mibgun, De-Atomizer Pistol
techguns:alienblaster, Alien Blaster
techguns:powerhammer, Power Hammer
techguns:chainsaw, Chainsaw
techguns:nucleardeathray, Nuclear Death Ray
techguns:gaussrifle, Gauss Rifle
techguns:guidedmissilelauncher, Guided Missile-Launcher
techguns:miningdrill, Mining Drill
techguns:tfg, TFG 10K
techguns:laserpistol, Laser Pistol
techguns:stielgranate, Stick Grenade
techguns:fraggrenade, Frag Grenade
mob_grinding_utils:fan, Mob Fan
mob_grinding_utils:saw, Mob Masher
mob_grinding_utils:absorption_hopper, Absorption Hopper
mob_grinding_utils:spikes, Iron Spikes
mob_grinding_utils:tank, Singularity Tank
mob_grinding_utils:tank_sink, XP Drain Singularity Tank
mob_grinding_utils:xp_tap, XP Tap
mob_grinding_utils:wither_muffler, Wither Boss Death Muffler
mob_grinding_utils:dragon_muffler, Ender Dragon Death Muffler
mob_grinding_utils:dark_oak_stone, Dark Oak Stone
mob_grinding_utils:entity_conveyor, Entity Conveyor
mob_grinding_utils:ender_inhibitor_on, Ender Inhibitor Active
mob_grinding_utils:ender_inhibitor_off, Ender Inhibitor Inactive
mob_grinding_utils:fan_upgrade:0, Mob Fan Upgrade
mob_grinding_utils:fan_upgrade:1, Mob Fan Upgrade
